cocnumber,dem_soc_singparent_acs5yr,dem_soc_vet_acs5yr,dem_soc_ed_bach_acs5yr,ratio_white_population_to_total_population,ratio_black_population_to_total_population,ratio_asian_population_to_total_population,ratio_other_population_to_total_population ,ratio_hispanic_population_to_total_population,env_wea_avgtemp_summer_noaa,env_wea_precip_annual_noaa,env_wea_precip_noaa,d_env_wea_avgtemp_noaa,giniHouseholds,totalUnemployed,medianIncome,povertyRate,median_rent,rental_vacancy_rate,utility_costs,econ_sn_cashasst_acs5yr_2017,econ_sn_eitc_irs_share,hou_mkt_homeage1940_acs5yr_2017,hou_pol_hudunit_psh_hud_share,totHLess,hou_mkt_burden_sev_rent_acs_diff
MI-523,0.226878427,0.105065543,0.263738886,0.843049836,0.065494912,0.018920778,0.019440726,0.049158819,69.48916721,37.12750053,2.098750003,2.479999542,0.3955,3937.625,54.589875,10.64951086,651.5,0.056553893,109,4.791837692,14.90570641,15.67460728,2.167014182,153.5,-2.48451376
MN-500,0.24175752,0.078325287,0.486209109,0.711296824,0.120808141,0.067316535,0.025776116,0.066850302,70.3550005,32.74999976,0.593749989,3.420000076,0.4831,33563.875,64.140125,12.17565453,857,0.043677902,72.5,4.710103989,12.48470061,19.21380234,4.766204596,3261.375,-0.960071385
MN-501,0.267709747,0.081978951,0.41906938,0.655736927,0.109384245,0.128754458,0.027490938,0.07207411,70.46875095,33.14999938,0.656249996,3.149999619,0.4605,14902,54.075875,15.72511518,781.5,0.042980604,69,5.512065411,16.81827354,26.49670029,7.261871636,1397.5,-0.403928757
MN-502,0.181029402,0.106371492,0.289193705,0.885704192,0.024578967,0.022085244,0.012361152,0.05162831,69.52819157,35.09069777,0.8021231,2.989313126,0.421268819,20991.25,56.16684938,10.37824082,590.3562928,0.061282339,100.656044,2.712646961,13.63307953,22.73669052,3.639217108,439.875,-0.142869353
MN-503,0.166369326,0.095547259,0.387864351,0.838509625,0.042681156,0.045865951,0.020400388,0.047289268,70.13407993,33.28542733,0.656902622,3.387593269,0.3986019,35262.25,76.52600392,6.448623478,901.4273377,0.044707788,88.47521973,2.494272947,10.22882748,5.014224529,2.197365344,715.375,-0.911332667
MN-504,0.184167914,0.140342213,0.222829983,0.918641973,0.007162118,0.0038576,0.018461373,0.013519571,64.2918787,29.48920321,0.900515407,3.430644989,0.414103656,4741.625,47.89974038,12.33878458,522.7780762,0.048659802,106.5019188,3.152487516,16.01206711,14.17451191,2.431789875,158.625,1.425127745
MN-505,0.163626611,0.11318846,0.23195976,0.922392376,0.017150916,0.01106977,0.013915287,0.02361403,68.22868729,31.15771508,0.621221468,3.347271919,0.398781377,25066.5,58.56526876,10.1083684,666.3955994,0.04749367,94.34892273,2.871007919,14.49882357,11.21517754,2.097562551,647.25,-3.713971376
MN-506,0.219930045,0.123690434,0.22669182,0.852779218,0.007031685,0.007786478,0.021408937,0.029773695,65.90195465,23.46114635,0.766951252,3.528223038,0.420995688,6067.625,46.14288174,13.85603392,483.7136384,0.073841155,116.9635582,4.08028698,18.20417486,16.46334839,3.810138434,294.875,0.984425843
MN-508,0.164923072,0.119522657,0.26278691,0.923546108,0.00978719,0.007390843,0.015184766,0.026400912,67.58827925,26.46601915,0.698209316,2.622900009,0.424133984,6823.5,50.26280791,11.60180724,527.2952424,0.060535303,102.4602356,3.281398535,14.64546258,16.52965355,3.290782332,245.5,1.269196033
MN-509,0.236466669,0.125012163,0.282875016,0.919155506,0.014068857,0.010043109,0.02049392,0.01431773,63.66249895,29.11374998,1.086250007,3.640000343,0.4476,6808,46.57875,15.35441423,594.5,0.044688782,74,4.344043732,14.58992032,28.12968826,6.593811989,493.5,-3.916972876
MN-511,0.184009641,0.109800693,0.206093483,0.882444571,0.01425446,0.014601364,0.00967291,0.071073943,69.5749588,28.99014044,0.610730674,2.89056015,0.420674892,8417,50.87639393,10.53327441,481.493454,0.064555361,126.9329567,2.824122906,14.60833795,25.72825241,3.799187154,127.875,-1.358704329
MO-500,0.290411159,0.100862697,0.438340142,0.684066012,0.233157514,0.037403526,0.017228832,0.026224588,77.26041698,43.45000029,1.617500015,1.729999542,0.4834,35087.875,58.433875,10.30824447,694,0.070370082,168,1.497077584,15.7630727,9.936676025,3.114801854,501.75,-2.262939453
MO-501,0.532255977,0.08953394,0.327909067,0.434457052,0.476886232,0.029579111,0.020085161,0.036527001,77.78583431,43.94125032,1.640000008,1.880001068,0.5038,13993,34.927625,26.18072772,550,0.086397387,174.5,3.101715565,28.61983435,56.00553894,8.345215738,1353.5,-1.548752189
MO-503,0.161964521,0.110632431,0.343472898,0.893818035,0.039441123,0.019594381,0.015764308,0.028780948,76.55956745,43.88423753,1.56249506,1.603103638,0.3857914,15579.875,67.78572378,7.180454552,723.9602966,0.059274441,143.2018051,1.544576764,11.80821623,3.506884336,1.807828724,867.75,-0.816752017
MO-600,0.226183109,0.122981485,0.287959889,0.905277779,0.023618674,0.013828499,0.020437896,0.030084203,76.34741211,46.32206869,1.729964491,1.774742126,0.443222835,12447.25,42.83238021,16.38586163,541.4517517,0.076702718,145.6508789,2.199771166,20.22289222,8.577500343,1.772879094,602.125,0.759887695
MO-602,0.208932698,0.113630775,0.213709831,0.861998012,0.015975593,0.01145004,0.026061923,0.063854733,78.29127216,45.07823372,1.297035135,2.008132935,0.453356363,5466.75,41.11154916,16.75242186,473.1680756,0.058510283,183.1007309,2.046663046,24.46988787,14.78448772,3.035003453,536,-3.256040812
MO-603,0.245902441,0.12288807,0.205994405,0.866269641,0.053805607,0.00890064,0.017339873,0.048124347,75.77803993,38.21307349,0.750704497,0.647827148,0.43442344,4006.75,45.3342325,15.03615534,499.1886292,0.067341821,160.9058228,2.580472231,20.83848626,28.29757881,4.554993153,185.75,-0.661444664
MO-604K,0.353741795,0.095988803,0.16427853,0.432732908,0.238359367,0.033256833,0.022425615,0.267011372,77.27875042,37.65999961,0.675000006,-0.42999649,0.4288,6052.125,38.987375,23.01488972,549.5,0.085301958,207,2.784972906,26.82750457,20.71563339,7.962628424,243,-0.760421157
MO-604M,0.345964804,0.104221053,0.299667493,0.635406814,0.23361966,0.016792723,0.023805468,0.084270517,76.51666641,39.6112504,0.817499995,0.149997711,0.46195,28473.75,46.466625,16.78040826,610.5,0.099686951,176,2.858154297,20.5281214,17.84280968,6.368222475,1980.75,-1.737645268
MO-606,0.220970765,0.128307782,0.223738454,0.896422804,0.039197864,0.010708199,0.016492525,0.03138624,76.47871113,43.79399562,1.566437788,1.4802742,0.423929768,101035.375,45.19038216,15.48686457,489.3143616,0.065363331,169.6280289,2.33066988,20.37062372,10.54385757,2.53951633,1712.875,0.487622619
MS-500,0.380923972,0.089776367,0.312834486,0.472989434,0.485181826,0.011040539,0.008065175,0.020927024,81.15336132,56.98039198,5.109657258,3.797828674,0.469233303,18842.75,46.61676296,18.84592938,629.8583679,0.08204915,169.8345642,3.302746534,29.85225514,3.111504793,4.627077639,786.125,-2.450469017
MS-501,0.387169883,0.090543371,0.187746763,0.569861101,0.382016528,0.00640912,0.008723603,0.026816446,80.4033165,56.87279892,4.833360642,3.947898865,0.472323687,73028.5,36.69507039,23.34316301,447.9336701,0.093896374,192.6411209,2.754134417,34.16641617,5.392688751,4.141607523,938.5,-0.61263442
MS-503,0.306118429,0.151321761,0.193987526,0.721027226,0.191907822,0.019535106,0.017611395,0.045012081,81.25336456,65.3903141,5.15085718,2.440006256,0.445408443,16471.875,43.4963044,18.7635231,632.8878784,0.127834112,176.3938523,1.937749982,27.34619168,2.90590477,4.481302798,435.875,-1.037576795
MT-500,0.206349783,0.134819284,0.30246897,0.871398184,0.004933107,0.007013495,0.021737419,0.032907844,62.37374353,22.63439965,1.705259308,-7.644253731,0.44318924,28844.125,45.81452589,14.66532588,573.9064941,0.060540948,109.2816009,2.232659578,17.27381025,13.89979458,2.90681234,1686.875,1.418533921
NC-500,0.308588818,0.10359633,0.343894005,0.585685274,0.255280485,0.020412565,0.015160989,0.120119468,76.43416595,43.48250008,3.311250016,1.259998322,0.48425,13748.125,45.688125,18.06922412,577.5,0.12478682,138,1.454126358,21.14101464,6.769638538,4.84496516,512.875,-0.669828057
NC-501,0.247641832,0.114083286,0.357104465,0.841626175,0.063987212,0.011516565,0.017012678,0.061245537,70.9216671,51.89749956,4.043749958,0.86000061,0.46345,8036.25,44.6485,15.53304028,682,0.046024705,129,2.003564596,18.96804374,11.37829304,3.524153203,540.375,-3.485758543
NC-502,0.328311294,0.081430409,0.473610416,0.426971578,0.374647594,0.046143959,0.017808886,0.130945996,77.4574995,46.87874937,2.666250005,1.640003204,0.4698,9768.375,50.736875,16.77260626,728.5,0.075225935,140.5,1.252095938,19.20254026,6.038545609,4.554448903,631.875,-0.642165542
NC-503,0.288070783,0.117307533,0.203167506,0.680754702,0.192629254,0.012057586,0.015044748,0.080603293,77.34795856,49.45998526,3.458504349,1.30588913,0.445377494,202056.5,43.23342346,17.73023796,515.2098694,0.07981535,187.5924149,2.057574511,24.22338077,6.206222534,2.780689597,3077.25,-1.068390846
NC-504,0.342604965,0.094931278,0.354452923,0.533601293,0.327231501,0.043193585,0.017773371,0.073364896,77.00249958,43.76749945,3.061249986,0.899997711,0.48095,21432,45.160875,17.27539098,618,0.108808503,141,1.965571404,22.67819595,5.446249008,4.554245114,861.125,-1.237854362
NC-505,0.287051901,0.081065763,0.436947271,0.496802317,0.307060323,0.051474879,0.017515836,0.123354325,78.40499878,43.02249956,3.282500014,1.640003204,0.48695,41396.375,55.8695,14.77354801,776.5,0.065698814,140.5,1.595640182,20.38334029,2.784713507,2.246878102,2247.75,-2.132485867
NC-506,0.282914057,0.132471222,0.31280379,0.779665355,0.137356191,0.010025217,0.015450177,0.052263083,79.6418829,55.23338223,3.044856921,0.527854919,0.46967892,15211.75,47.76120497,16.39774919,703.8742065,0.130911645,158.910408,1.867884994,18.11279924,3.930455446,2.132798702,425,-0.994765759
NC-507,0.218099877,0.088194363,0.512900114,0.617652544,0.203518378,0.059622323,0.018427451,0.097366066,78.15166569,48.62250042,2.966250032,1.880001068,0.44225,32211.125,66.3865,10.77378416,793.5,0.070553802,135.5,1.19706893,14.67702988,2.267571926,1.944261596,1040,-0.780507922
NC-509,0.300789118,0.104803745,0.197271705,0.769140759,0.146854767,0.010652812,0.013853509,0.056168988,77.43520164,45.55711365,3.50072965,1.133628845,0.454121038,18041.875,43.08809282,17.20523477,513.2993164,0.079151582,179.0746766,2.713701248,23.68409729,7.042321682,2.85720396,372.25,-2.052801847
NC-511,0.368513197,0.230737887,0.240497254,0.465270881,0.354363734,0.024109654,0.033229829,0.105717091,79.58874989,47.67500019,2.976250008,2.199996948,0.43655,11707.75,43.47225,17.20468712,663,0.084872447,186,1.761678219,29.22594506,1.854795933,2.788188964,816.75,1.10489428
NC-513,0.2099768,0.073306397,0.582749277,0.704993125,0.119069193,0.072724265,0.020106463,0.079515184,76.7854166,46.26999998,2.780000001,1.369998932,0.51935,3992.5,57.480125,14.47710192,779,0.069891786,126,1.598747253,12.97197042,4.355986595,2.22977224,118.5,-5.155667782
NC-516,0.193051413,0.097706191,0.221118279,0.907141409,0.024659949,0.005701417,0.010060266,0.049829809,69.94469833,54.63824844,4.33642447,1.291217804,0.475836036,8191.875,37.18280988,20.46976113,489.8402862,0.120293368,147.9905091,1.776406407,22.24437223,5.903987408,2.166419357,790.75,1.255276799
ND-500,0.185614087,0.112598885,0.304371446,0.872825434,0.018100575,0.012010875,0.016374447,0.028178933,67.27038431,20.70050693,0.544814974,0.668833733,0.44704636,12794.25,54.69272048,11.01753819,566.844635,0.067460436,79.21875382,1.849354029,12.56174047,13.75643921,3.972042978,1091.75,-1.738317251
NE-500,0.182092793,0.116095372,0.229533702,0.867280642,0.008573016,0.006416391,0.009684905,0.095897316,72.97447586,26.1845628,0.498510791,0.303628922,0.418750144,17081.25,49.12303164,11.60600007,444.3798523,0.059337225,163.3949356,1.762225628,16.31506211,28.63697433,3.020903379,852.25,0.186806917
NE-501,0.251315638,0.117412601,0.368995517,0.760535968,0.085370653,0.025863843,0.020159825,0.102814227,73.97194958,34.08116317,0.677382329,1.948759079,0.441030991,17559.25,56.42147085,12.04852855,670.7684631,0.074314281,130.0886383,1.814249158,15.63573592,16.30361176,3.911024392,1503,-0.650577247
NE-502,0.206210658,0.099971134,0.385236636,0.83463436,0.035952927,0.038795561,0.021674717,0.062367339,74.56833267,31.3925004,0.695000013,1.100000381,0.44255,5795.125,51.902125,13.37711382,611,0.052234052,109,3.126939058,14.65583488,14.0554266,3.648956954,817.75,0.902871788
NH-500,0.185449481,0.124845587,0.353277758,0.938702428,0.007901437,0.018475446,0.012816795,0.019570012,67.27177334,46.89870405,2.75226818,4.903203964,0.425361338,24198.5,63.34218732,8.52540952,851.6332398,0.048036758,113.1135903,2.821715117,11.88752161,20.28917694,3.016623914,748.125,0.536721945
NH-502,0.202061035,0.108793091,0.376124606,0.869621153,0.020234912,0.035592288,0.014873272,0.057580181,68.26458359,46.31625032,2.76624997,4.789999008,0.42145,11531.75,69.2995,8.385037541,931,0.05324541,128,2.704433918,11.9724181,20.89782143,4.679207385,705.5,0.561746955
NJ-500,0.317012474,0.087434705,0.257617168,0.576175966,0.149135587,0.078869558,0.01702414,0.176728825,74.48583221,49.32375002,3.358750045,2.540000916,0.4512,15056.125,52.34375,13.75566685,884.5,0.082825631,140,3.429854631,20.15614946,14.40717125,5.784682572,561,0.023907423
NJ-501,0.158321708,0.056465602,0.505721986,0.602665766,0.053671094,0.154156274,0.012707819,0.175569224,73.90958405,46.84625006,3.007500023,3,0.47655,31495.125,83.29275,7.129481316,1211.5,0.041211287,123,1.473882198,10.04549231,20.25244331,3.198950887,519,-1.338627934
NJ-502,0.204664171,0.113230091,0.381691128,0.697109785,0.161818003,0.046833212,0.021257407,0.070863034,74.78583336,47.98124981,3.392500013,2.239997864,0.419,17281,75.9275,6.242939711,1022.5,0.055094816,158,1.825990319,10.93668393,10.82630062,1.000117019,892.75,-1.416623592
NJ-503,0.280258015,0.089768011,0.290041044,0.659773997,0.149198872,0.036789792,0.016233014,0.135389991,75.31600189,48.32823086,3.213655412,2.251987457,0.439505044,50490.625,61.59672593,11.74732375,838.0563355,0.07044562,150.8184662,3.886675358,16.29359259,15.53457546,4.426099539,1286.875,1.715862751
NJ-504,0.367850587,0.047809066,0.341827571,0.329531594,0.391646876,0.049373158,0.013458735,0.213616165,74.2070837,47.24749994,3.178750008,2.580001831,0.5369,34692.5,52.88575,16.14950716,913.5,0.088608269,137,5.299127102,22.31114279,30.48501396,11.517959,1661.375,2.489316463
NJ-506,0.340130597,0.033150531,0.406125546,0.301183197,0.112359947,0.144157487,0.012795621,0.427433332,75.60000038,46.42125082,3.306250036,2.919998169,0.49295,27234.125,57.145375,16.45556581,1046.5,0.060499872,136,3.401763439,20.96558734,35.49026108,9.288448572,1216.625,1.42172873
NJ-507,0.186632194,0.057310838,0.435447514,0.46967483,0.092559876,0.22839506,0.013408277,0.194119224,74.47041702,46.60000038,3.429999977,2.169998169,0.42245,31278.5,77.0105,8.31603384,1153.5,0.04534102,120.5,1.687735558,12.44055108,9.753641129,3.589502096,881.25,1.733401418
NJ-508,0.173673034,0.078927737,0.44550994,0.763188827,0.070286487,0.052509279,0.01264884,0.100029758,74.35083294,47.80999994,3.608750015,1.990001678,0.46775,23812.625,83.534875,7.235231101,1102,0.051492639,123.5,1.505144477,9.008746147,14.60599041,4.206650078,552.25,0.370064378
NJ-509,0.11916909,0.067263646,0.544112533,0.73668474,0.03062375,0.09604417,0.01338822,0.12217897,71.34041691,47.51249981,3.231249988,2.26999855,0.4522,16015,97.949125,4.893519223,1223,0.056420824,99,1.206783414,6.61425502,14.09035873,2.029225826,366.375,-1.681701899
NJ-510,0.153120622,0.117364757,0.291298702,0.855206721,0.02993989,0.018361079,0.009837012,0.085616097,74.13374901,48.34000015,3.522499949,2.07000351,0.4344,22981.5,60.104,10.56912041,1121.5,0.045114286,189,2.081227779,11.87987178,4.542116642,1.936668381,543.875,-3.070118904
NJ-511,0.294235155,0.048753295,0.278186262,0.439474548,0.10873234,0.052329603,0.010540153,0.387126894,71.7225008,46.63125086,3.017499983,2.469999313,0.47095,23773.125,56.0385,16.26877654,1003,0.060570062,160,3.484096289,21.72916467,19.42832565,6.970157862,527.375,0.603806973
NJ-512,0.274982259,0.110867817,0.212142639,0.760294092,0.135744474,0.00899128,0.016699465,0.075086998,75.71874905,47.93625021,2.926250041,2.020000458,0.4307,3113.625,56.906,11.96554077,778,0.065871395,177,4.151721478,15.98639475,19.06623268,5.803571701,63.42857143,-3.26937151
NJ-513,0.133936759,0.056198893,0.553555727,0.602621318,0.088831615,0.155735342,0.014682567,0.136732588,73.37916565,48.31125021,3.411250025,2.200000763,0.4534,10955.375,97.032375,5.218826056,1251.5,0.109435093,155.5,1.482104778,7.820306165,10.96285248,1.628453597,303.875,-0.001746416
NJ-514,0.268849105,0.067973776,0.414143756,0.530379119,0.19555063,0.098034235,0.015763231,0.158245284,74.25916672,46.94125032,3.366249979,2.13999939,0.48425,13504.875,71.733875,10.62948012,953,0.076674797,160.5,2.686564922,14.14916079,22.74035645,5.363352656,699.5,-0.4861027
NJ-515,0.238636494,0.05224029,0.348888308,0.435830016,0.210399349,0.049776691,0.012101663,0.290476506,74.67749977,47.09875011,3.330000013,2.379997253,0.489,22495.625,66.903375,10.56886506,1008,0.057527587,145,2.533576012,16.35605485,23.71473885,4.897634029,1120.375,1.938077807
NJ-516,0.141534396,0.08515555,0.398095265,0.866742386,0.025540597,0.027006985,0.011326705,0.067830353,70.85520744,47.28633738,3.216285646,2.32447052,0.415172095,14478,86.49724616,5.825200617,1013.624267,0.063881143,142.9456025,1.666349411,7.936182976,18.49626732,2.394413561,324.625,-2.799889565
NM-500,0.287400484,0.119544119,0.323618799,0.408447004,0.024866849,0.0233548,0.016573782,0.485238525,73.51374912,10.73749995,0.642500006,8.120000839,0.46565,21501.75,47.136625,17.54254854,682,0.070515458,96.5,2.497333527,20.57569259,3.134200811,3.316664428,1415.5,3.710791588
NM-501,0.291679963,0.12426459,0.222932741,0.387374406,0.015145678,0.009252173,0.012802992,0.466657087,74.04297447,12.11159652,0.735219731,6.019773483,0.45751452,44957,43.00154525,20.69839215,595.684021,0.093108747,139.9502259,2.686461449,26.18652126,5.287351131,2.599368334,1492,0.719507039
NV-500,0.272614077,0.112216037,0.224341132,0.463392647,0.103911788,0.089924732,0.031639219,0.300010474,84.71666718,6.662499905,1.028750011,1.619998932,0.44475,100289.625,51.407,15.15647805,874,0.106576279,157,3.105476141,20.58354623,0.360001117,1.805438429,7359.625,0.177930295
NV-501,0.243140146,0.124430355,0.281072989,0.649144849,0.022010805,0.053240812,0.024794998,0.231421041,68.36250019,11.44374996,1.60000002,2.63999939,0.46565,21121,53.171375,14.37038005,794.5,0.082802765,125.5,3.265390635,16.12226336,2.659869194,2.470778018,896.25,-1.52733326
NV-502,0.222237334,0.161721393,0.174174339,0.742362544,0.016119451,0.015513976,0.021439095,0.174264851,68.66052818,10.93609571,1.565803155,2.968391418,0.416940512,14860.25,54.15375959,12.5100683,702.0059509,0.081423503,159.3180847,3.285545588,15.59629972,3.942311287,1.392201051,300,-2.281081676
NY-500,0.325695932,0.084937751,0.383499905,0.723232434,0.144192658,0.034121937,0.018564212,0.077413586,69.47708321,34.68374991,1.802499995,1.489999771,0.459,25162.875,51.61075,14.40044606,698.5,0.07453068,112,4.516648769,16.61478342,25.3245182,5.75009793,798.25,-1.955720782
NY-501,0.223202199,0.127117209,0.22554189,0.917838092,0.029469063,0.012351801,0.015454928,0.022326194,67.12838936,36.74864626,1.881508514,2.523635864,0.428339744,11344.5,46.96769837,14.66415608,522.4694977,0.056644034,141.9414291,3.031018257,18.25266375,35.70044327,3.242742509,387.375,-2.06990242
NY-503,0.271627769,0.089751881,0.414787337,0.74842524,0.12154018,0.054837421,0.020041617,0.053159313,68.75333309,41.57500029,2.196250007,4.369998932,0.45605,9400.875,57.22825,12.37493038,773,0.050861178,132.5,2.460760117,13.92879704,32.17959213,6.440541863,675.75,-0.518471003
NY-504,0.236765563,0.131266341,0.188898504,0.913682499,0.0135511,0.007069658,0.016142728,0.01904902,65.71708202,46.51375008,3.077499986,2.880001068,0.4129,3084.125,41.7815,16.50901937,451.5,0.058085826,165,2.479207754,20.55147471,36.01152039,2.529495865,47.25,0.813876092
NY-505,0.269256651,0.102136966,0.308689162,0.829798916,0.079977393,0.025611899,0.020398057,0.037588578,68.05612469,43.8409934,2.631458014,2.86605072,0.444120278,23380.875,51.63550487,14.57996726,614.9397889,0.068706144,128.7961769,3.817637205,17.44448471,26.61118889,5.430947959,895.125,-0.00513196
NY-506,0.266743362,0.114073467,0.182627022,0.900858736,0.016223216,0.007041633,0.012216089,0.061191576,67.05473804,44.21073818,2.271325812,3.574367523,0.429502019,5437.25,44.1942705,15.99249232,540.4895325,0.052223064,159.2759552,2.786472559,20.22807176,38.08995056,3.569733053,48.5,-3.45582056
NY-507,0.271929711,0.098630723,0.313110486,0.767479543,0.095973331,0.041658349,0.027475098,0.062009496,68.63916588,41.0250001,2.046250001,4.530000687,0.43175,4950.75,54.939375,12.30921864,684.5,0.065267459,152.5,4.699511051,17.08957127,38.4401207,5.52629745,321.5,0.901928544
NY-508,0.291099653,0.103593893,0.306615934,0.80156981,0.110037289,0.023361157,0.015254937,0.043077423,68.51740551,39.86201286,2.548131913,2.0528965,0.451136322,46104.5,49.24289074,13.89862216,557.6794739,0.064679183,148.6946106,3.079180956,15.93753992,33.49105835,5.489028335,1066.5,-1.867586374
NY-510,0.211157277,0.080678605,0.528820008,0.789408977,0.038030102,0.097278793,0.026296046,0.045655967,67.20583344,39.11000061,2.087499991,2.649999619,0.48745,2875,50.930375,16.6322695,854.5,0.028319061,95,2.767252922,13.50022684,28.3418026,6.311347663,68.75,2.959153175
NY-511,0.232477479,0.113632914,0.263247177,0.901185982,0.028024061,0.021751087,0.016030046,0.030575962,66.75251102,44.70358133,2.467657641,2.581729889,0.437931853,15977.625,45.86626235,15.12323165,551.9335327,0.063676454,123.3547134,3.954162836,17.99117661,34.37984467,2.727938533,276.875,2.363035202
NY-512,0.250261761,0.103872102,0.305951819,0.850200016,0.062835029,0.023750626,0.019086727,0.0420709,68.49750042,42.55875015,2.426250026,4.899999619,0.4229,5351.125,57.767125,11.91023362,702,0.042842865,144.5,2.223341227,14.66028023,37.05406952,5.188840687,221.5,-0.709652901
NY-513,0.201542228,0.111256916,0.2659958,0.91168873,0.026374813,0.008351489,0.014184496,0.036770802,68.66979122,37.09289026,1.807586402,2.134681702,0.418420867,8700.5,51.94107232,11.18753886,594.4603882,0.056053054,132.2762528,2.862575769,15.55712591,31.89297295,3.161993891,144,-0.892083347
NY-514,0.256798074,0.12189956,0.217031941,0.886371778,0.021664121,0.005724306,0.015328921,0.065926617,67.09541702,45.70125008,3.028750002,2.069999695,0.431,4617.5,41.12775,18.05977988,460,0.078325946,147.5,4.575287342,20.70364979,42.22145844,3.885263175,53.5,4.066684723
NY-516,0.222688831,0.122769006,0.229422048,0.90597621,0.038088128,0.012748677,0.012135465,0.027318593,65.86791754,39.1674993,1.731250003,6.390001297,0.4282,3045.5,48.221375,14.19639146,611,0.041378789,109.5,4.730156898,16.60613169,22.26271248,4.360056281,139,5.786062717
NY-518,0.259836286,0.117556009,0.251858883,0.862343578,0.049128637,0.026927218,0.015275029,0.042913781,66.81986141,46.49883032,2.829816639,3.840328217,0.440445515,9889.875,48.24641246,14.66470527,543.3726196,0.057950735,149.920044,3.434469461,18.51129614,36.13765717,5.177154899,190.25,0.513026118
NY-519,0.230413876,0.115651745,0.253897116,0.870730672,0.049769914,0.01361272,0.016431486,0.046994164,68.67834759,43.7630825,2.489009038,3.584403992,0.453273419,3575.125,51.4787049,12.51210439,670.2789612,0.077000678,155.9484329,2.510896206,15.57095064,31.23864174,2.301516712,151.375,3.357221127
NY-520,0.230951808,0.114569101,0.207040884,0.864548299,0.044477634,0.005575727,0.010980085,0.03206809,64.17708921,44.75046968,2.265802264,5.958206177,0.429983073,3163.75,45.06958171,14.57221401,553.5953064,0.068969163,137.913475,3.541941166,18.53167098,34.234272,3.597739339,30.625,-2.837017059
NY-522,0.224163286,0.132047966,0.210668251,0.886347127,0.036362588,0.011222008,0.016398728,0.041819712,66.74820232,41.6832099,2.689534128,4.544031143,0.426008765,9404.75,44.98514285,15.57455158,598.4742432,0.049800985,166.7262574,3.492876053,21.1061445,33.47138214,4.157407641,116.25,-0.946357846
NY-523,0.183463514,0.113014568,0.342711091,0.925667268,0.017030808,0.01639426,0.013119483,0.025747504,67.55726719,43.68729115,2.329203874,5.646390915,0.414954388,11478.125,62.44049437,8.743452251,751.2437439,0.048858814,154.7095795,1.801909685,12.75666387,21.15424538,2.36291796,265.75,-0.468334556
NY-600,0.350234464,0.034244739,0.368552938,0.331447225,0.227149762,0.135611015,0.015462241,0.287379643,75.50013542,46.1568532,3.426832989,3.261638641,0.503000412,324496.25,52.97430162,19.8014009,1130.989197,0.036505828,108.8808556,4.291261673,25.29866818,40.37334442,11.79167449,64774.875,1.433756948
NY-601,0.198877253,0.090302251,0.347433865,0.737421985,0.0968892,0.036580763,0.017475927,0.109657423,70.93874931,43.69749928,2.476249993,3.079999924,0.43235,9343.75,69.600625,8.988737404,954,0.063574784,150,2.642380953,11.60866805,17.72430611,3.904863864,414,-0.039753318
NY-602,0.17561011,0.0932316,0.303399131,0.672689015,0.094701649,0.025280779,0.01809062,0.186469324,70.5741663,46.52499866,2.792499989,3.590000153,0.42745,11823.625,68.1975,12.289711,951,0.045997355,172.5,2.306942463,14.8358593,24.40521622,3.860464454,440.375,1.077285409
NY-603,0.166241005,0.071881974,0.405555129,0.673439919,0.089493852,0.058967938,0.012064149,0.164167529,73.27371311,43.10331583,2.994225413,3.42326355,0.438836056,90562.375,90.43039938,6.648417056,1389.560241,0.050586307,135.4700661,1.865339518,11.42252731,14.76430416,2.448152453,3486,2.149569988
NY-604,0.216527268,0.057218019,0.48937498,0.563866633,0.135700467,0.058213742,0.013799749,0.226754908,72.69333363,46.86874962,2.963750005,3.239999771,0.5373,29311.125,81.15725,9.569519163,1207,0.057786556,116,2.015730143,11.87295777,30.94465065,6.752554476,1773.5,1.735451818
NY-606,0.134491429,0.056337984,0.427183181,0.647055192,0.112885046,0.062961067,0.012544706,0.162787003,72.52458286,47.45374966,2.913749963,2.899999619,0.4509,9240.625,81.524875,13.59761143,1193,0.048043657,140,2.11534977,14.64567321,13.20675278,6.165882885,127.5,5.867054939
NY-607,0.228911854,0.102035046,0.219907351,0.738363011,0.082609279,0.014809672,0.017020315,0.143824445,67.13875008,49.38000059,2.651249975,3.36000061,0.4519,2644,46.69275,17.18747318,692.5,0.08580097,144.5,2.456528664,20.21799278,21.58324051,4.271483272,337.75,-1.024025679
NY-608,0.223080501,0.088197552,0.312178791,0.810150528,0.057366997,0.018264021,0.019624298,0.092073053,68.47958279,50.44124985,2.932500005,3.200000763,0.4477,6075.25,56.346375,12.83440685,839,0.058762888,164,3.496069908,15.15564741,26.89763832,4.070497543,364.875,2.242672443
OH-500,0.3537772,0.093610045,0.362484932,0.672084031,0.256807476,0.022235887,0.019345448,0.027427892,74.43624878,44.40374994,2.551249966,4.030002594,0.5007,29123.375,48.306875,17.18336117,576.5,0.09712946,122.5,3.691543341,18.42636435,25.64357567,6.659961581,1205.625,-1.496091485
OH-501,0.370684788,0.09861457,0.25427065,0.706249966,0.188180603,0.016054516,0.023137976,0.063909814,72.50583363,35.72125006,2.313749939,3.600002289,0.48025,18124,41.3,20.29724455,519.5,0.082237006,140.5,3.686189175,21.37336676,26.78503418,5.967746794,803.75,-3.33531189
